Resource,Zone,StartCap,RetCap,NewCap,EndCap,CapacityConstraintDual,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
BASN_utilitypv_class1_moderate_0_anyQual:0.0,1,0.0,0.0,0.3137089023336175,0.3137089023336175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_1_anyQual:1.0,1,0.1,0.0,0.20599407962839003,0.30599407962839004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_2_anyQual:0.0,1,0.1,0.0,0.20151332047442663,0.30151332047442664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_3_anyQual:1.0,1,0.0,0.0,0.18722214796868,0.18722214796868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_4_anyQual:0.0,1,0.1,0.0,0.24679841526750979,0.34679841526750976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_5_anyQual:1.0,1,0.0,0.0,0.20625593170691042,0.20625593170691042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_6_anyQual:0.0,1,0.0,0.0,0.32452999816875067,0.32452999816875067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_7_anyQual:1.0,1,0.0,0.0,0.14793394261635814,0.14793394261635814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_8_anyQual:0.0,1,0.0,0.0,0.2627118655523167,0.2627118655523167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_utilitypv_class1_moderate_9_anyQual:1.0,1,0.0,0.0,0.13887341765197136,0.13887341765197136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_naturalgas_hframe_cc_95_ccs_moderate_0,2,0.0,0.0,0.06156902169059697,0.06156902169059697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_naturalgas_hframe_cc_moderate_0,2,0.1,0.0,0.0039116048988853,0.1039116048988853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_naturalgas_fframe_ct_moderate_0,2,0.1,0.0,0.006995016118322066,0.10699501611832206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_battery_moderate_0,2,0.4,0.0,0.021535426718462196,0.4215354267184622,0.0,0.4,0.0,0.048982606255309764,0.4489826062553098,0.0,0.0,0.0,0.0
CANO_nuclear_nuclear_moderate_0,2,0.0,0.0,0.021861967772565712,0.021861967772565712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_hydrogen_fframe_ct_moderate_0,2,0.1,0.0,0.0019375353221505979,0.10193753532215061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_hydrogen_hframe_cc_moderate_0,2,0.1,0.0,0.0060641986505957455,0.10606419865059574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_0_anyQual:0,2,0.0,0.0,0.13690954640555683,0.13690954640555683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_1_anyQual:1,2,0.0,0.0,0.08272753007795704,0.08272753007795704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_2_anyQual:0,2,0.0,0.0,0.13676593118638258,0.13676593118638258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_3_anyQual:1,2,0.0,0.0,0.0518509211723418,0.0518509211723418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_4_anyQual:0,2,0.0,0.0,0.13934670917189682,0.13934670917189682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_5_anyQual:1,2,0.0,0.0,0.07100653977174388,0.07100653977174388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_6_anyQual:0,2,0.0,0.0,0.13865199888328647,0.13865199888328647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_7_anyQual:1,2,0.0,0.0,0.07148387081201771,0.07148387081201771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_8_anyQual:0,2,0.0,0.0,0.1424298528813194,0.1424298528813194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_9_anyQual:1,2,0.0,0.0,0.07364299709803655,0.07364299709803655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_10_anyQual:0,2,0.0,0.0,0.13929254495836893,0.13929254495836893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_landbasedwind_class3_moderate_11_anyQual:1,2,0.0,0.0,0.07237137936244734,0.07237137936244734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_0_anyQual:0.0,2,0.0,0.0,0.10867739155338972,0.10867739155338972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_1_anyQual:1.0,2,0.0,0.0,0.19687774566312446,0.19687774566312446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_2_anyQual:0.0,2,0.0,0.0,0.0998044549492245,0.0998044549492245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_3_anyQual:1.0,2,0.0,0.0,0.1962396018825224,0.1962396018825224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_4_anyQual:0.0,2,0.0,0.0,0.09214247088668981,0.09214247088668981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_5_anyQual:1.0,2,0.0,0.0,0.16362691239896446,0.16362691239896446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_6_anyQual:0.0,2,0.0,0.0,0.09792346500457098,0.09792346500457098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_7_anyQual:1.0,2,0.0,0.0,0.09371968318681341,0.09371968318681341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_8_anyQual:0.0,2,0.0,0.0,0.0937536634844836,0.0937536634844836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_utilitypv_class1_moderate_9_anyQual:1.0,2,0.0,0.0,0.11581983217614157,0.11581983217614157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_1_1,2,0.0,0.0,0.039613054099335444,0.039613054099335444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_1_2,2,0.0,0.0,0.0409468755949961,0.0409468755949961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_1_3,2,0.0,0.0,0.039763925528281126,0.039763925528281126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class3_moderate_fixed_0_1,2,0.0,0.0,0.05360324822708243,0.05360324822708243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class3_moderate_fixed_0_2,2,0.0,0.0,0.05261197666733029,0.05261197666733029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class3_moderate_fixed_0_3,2,0.0,0.0,0.05026530462949798,0.05026530462949798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_0_1,2,0.0,0.0,0.03050083340354616,0.03050083340354616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_0_2,2,0.0,0.0,0.016827889707599863,0.016827889707599863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_offshorewind_class12_moderate_floating_0_3,2,0.0,0.0,0.01850106775981764,0.01850106775981764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_naturalgas_hframe_cc_95_ccs_moderate_0,3,0.0,0.0,0.06248450308587566,0.06248450308587566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_naturalgas_hframe_cc_moderate_0,3,0.1,0.0,0.0005258765838207883,0.1005258765838208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_naturalgas_fframe_ct_moderate_0,3,0.1,0.0,0.012193772399636461,0.11219377239963646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_battery_moderate_0,3,0.4,0.0,0.02021611443558502,0.42021611443558504,0.0,0.4,0.0,0.034346165746706826,0.4343461657467068,0.0,0.0,0.0,0.0
CASO_nuclear_nuclear_moderate_0,3,0.0,0.0,0.02384144673053056,0.02384144673053056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_hydrogen_fframe_ct_moderate_0,3,0.1,0.0,0.0034300292862251267,0.10343002928622513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_hydrogen_hframe_cc_moderate_0,3,0.1,0.0,0.010008934002274837,0.11000893400227484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_0_anyQual:0,3,0.0,0.0,0.11653760667310482,0.11653760667310482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_1_anyQual:1,3,0.0,0.0,0.09204420266041632,0.09204420266041632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_2_anyQual:0,3,0.1,0.0,0.020032463484323592,0.1200324634843236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_3_anyQual:1,3,0.0,0.0,0.07696952178652654,0.07696952178652654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_4_anyQual:0,3,0.0,0.0,0.09459227723913029,0.09459227723913029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_5_anyQual:1,3,0.0,0.0,0.0936976306750057,0.0936976306750057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_6_anyQual:0,3,0.0,0.0,0.10881320529413606,0.10881320529413606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_7_anyQual:1,3,0.0,0.0,0.0750051577718234,0.0750051577718234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_8_anyQual:0,3,0.0,0.0,0.09181912977643247,0.09181912977643247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_9_anyQual:1,3,0.0,0.0,0.08717408707350201,0.08717408707350201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_10_anyQual:0,3,0.0,0.0,0.09434315724283907,0.09434315724283907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_landbasedwind_class3_moderate_11_anyQual:1,3,0.0,0.0,0.08356393522989201,0.08356393522989201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_0_anyQual:0.0,3,0.0,0.0,0.1453866010116491,0.1453866010116491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_1_anyQual:1.0,3,0.0,0.0,0.28611729091166455,0.28611729091166455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_2_anyQual:0.0,3,0.0,0.0,0.14250660174714122,0.14250660174714122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_3_anyQual:1.0,3,0.0,0.0,0.2208098405170352,0.2208098405170352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_4_anyQual:0.0,3,0.0,0.0,0.10303964635881922,0.10303964635881922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_5_anyQual:1.0,3,0.0,0.0,0.21381244721022363,0.21381244721022363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_6_anyQual:0.0,3,0.0,0.0,0.09363651868185663,0.09363651868185663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_7_anyQual:1.0,3,0.0,0.0,0.19789738548634,0.19789738548634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_8_anyQual:0.0,3,0.0,0.0,0.09224621040398318,0.09224621040398318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_utilitypv_class1_moderate_9_anyQual:1.0,3,0.0,0.0,0.18471096030328638,0.18471096030328638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_1_1,3,0.0,0.0,0.027989611093514975,0.027989611093514975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_1_2,3,0.0,0.0,0.028845631588379977,0.028845631588379977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_1_3,3,0.0,0.0,0.026912604324962442,0.026912604324962442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class3_moderate_fixed_0_1,3,0.0,0.0,0.02268439985592119,0.02268439985592119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_0_1,3,0.0,0.0,0.023608166392579937,0.023608166392579937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_0_2,3,0.0,0.0,0.024068751216996427,0.024068751216996427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_offshorewind_class12_moderate_floating_0_3,3,0.0,0.0,0.026319486631985592,0.026319486631985592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_naturalgas_hframe_cc_95_ccs_moderate_0,4,0.1,0.0,0.06250467860555896,0.16250467860555895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_naturalgas_hframe_cc_moderate_0,4,0.2,0.0,0.15085158846965344,0.3508515884696534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_naturalgas_fframe_ct_moderate_0,4,0.2,0.0,0.020785599131234855,0.22078559913123486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_battery_moderate_0,4,0.4,0.0,0.022673039110544656,0.4226730391105447,0.0,0.4,0.0,0.03896159650772267,0.4389615965077227,0.0,0.0,0.0,0.0
FRCC_nuclear_nuclear_moderate_0,4,0.0,0.0,0.05153039648303487,0.05153039648303487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_hydrogen_fframe_ct_moderate_0,4,0.1,0.0,0.019389570611250274,0.11938957061125027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_hydrogen_hframe_cc_moderate_0,4,0.1,0.0,0.0063637249405498674,0.10636372494054988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_0_anyQual:0,4,0.2,0.0,0.5693522847276055,0.7693522847276055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_1_anyQual:0,4,0.1,0.0,0.5554280176264478,0.6554280176264479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_2_anyQual:0,4,0.1,0.0,1.816475710286137,1.9164757102861372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_3_anyQual:1,4,0.1,0.0,0.5929617509828418,0.6929617509828419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_4_anyQual:1,4,0.1,0.0,0.27146942962294685,0.3714694296229468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_5_anyQual:1,4,0.1,0.0,0.2523142577845252,0.35231425778452524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_6_anyQual:0,4,0.1,0.0,0.39216664157963743,0.49216664157963746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_7_anyQual:0,4,0.1,0.0,1.418275134012996,1.5182751340129959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_8_anyQual:0,4,0.1,0.0,1.3196109498299804,1.4196109498299805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_9_anyQual:1,4,0.1,0.0,0.11357682782940258,0.21357682782940257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_10_anyQual:1,4,0.1,0.0,0.2779287440235744,0.37792874402357446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_11_anyQual:1,4,0.1,0.0,0.2701703483120972,0.37017034831209716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_12_anyQual:0,4,0.1,0.0,0.9376904508763484,1.0376904508763485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_13_anyQual:0,4,0.1,0.0,0.24862995653933037,0.3486299565393304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_14_anyQual:0,4,0.1,0.0,0.2743686581642996,0.3743686581642996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_15_anyQual:1,4,0.1,0.0,0.15747602816813752,0.2574760281681375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_16_anyQual:1,4,0.1,0.0,0.09040866926980623,0.19040866926980624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_17_anyQual:1,4,0.1,0.0,0.3441169049603288,0.44411690496032885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_18_anyQual:0,4,0.1,0.0,0.5420126161261498,0.6420126161261498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_19_anyQual:0,4,0.1,0.0,0.18879536830469776,0.28879536830469776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_20_anyQual:0,4,0.1,0.0,0.09528385221478357,0.1952838522147836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_21_anyQual:1,4,0.1,0.0,0.07329975175088725,0.17329975175088724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_22_anyQual:1,4,0.1,0.0,0.07599928956484703,0.175999289564847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_landbasedwind_class3_moderate_23_anyQual:1,4,0.1,0.0,0.14191689073365008,0.24191689073365008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_0_anyQual:0.0,4,0.1,0.0,1941.5354764402725,1941.6354764402727,0.04201041786705995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_1_anyQual:0.0,4,0.1,0.0,17433.308892817735,17433.408892817733,614.9100695230048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_2_anyQual:0.0,4,0.1,0.0,6612.49358577237,6612.593585772371,1045.8503864068878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_3_anyQual:1.0,4,0.1,0.0,292.4953711549282,292.59537115492816,2057.8033361624107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_4_anyQual:0.0,4,0.1,0.0,1.3333270096979235,1.4333270096979236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_5_anyQual:0.0,4,0.1,0.0,1.1244411941266392,1.224441194126639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_6_anyQual:0.0,4,0.1,0.0,1.0099678360445057,1.1099678360445056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_7_anyQual:1.0,4,0.1,0.0,0.9215260731490534,1.0215260731490534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_8_anyQual:0.0,4,0.1,0.0,0.7101253439603266,0.8101253439603265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_9_anyQual:0.0,4,0.1,0.0,0.3642957149626821,0.46429571496268207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_10_anyQual:0.0,4,0.1,0.0,0.6619614883296061,0.7619614883296062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_11_anyQual:1.0,4,0.1,0.0,0.5045841423911946,0.6045841423911946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_12_anyQual:0.0,4,0.1,0.0,0.2609112680845236,0.3609112680845236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_13_anyQual:0.0,4,0.1,0.0,0.5901973378222533,0.6901973378222532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_14_anyQual:0.0,4,0.1,0.0,0.24708392919273187,0.34708392919273184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_15_anyQual:1.0,4,0.1,0.0,0.21078529881623348,0.31078529881623346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_16_anyQual:0.0,4,0.1,0.0,0.2942284597255531,0.3942284597255531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_17_anyQual:0.0,4,0.1,0.0,0.19504188514245505,0.29504188514245505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_18_anyQual:0.0,4,0.1,0.0,0.4106324780588143,0.5106324780588143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_utilitypv_class1_moderate_19_anyQual:1.0,4,0.0,0.0,0.2019045685270044,0.2019045685270044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_1_1,4,0.0,0.0,0.05807114452189001,0.05807114452189001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_1_2,4,0.0,0.0,0.06053574043872961,0.06053574043872961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_1_3,4,0.0,0.0,0.05781660817924515,0.05781660817924515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_0_1,4,0.0,0.0,0.02468350660446923,0.02468350660446923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_0_2,4,0.0,0.0,0.030375347444010072,0.030375347444010072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class3_moderate_fixed_0_3,4,0.0,0.0,0.029605132796298898,0.029605132796298898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class12_moderate_floating_0_1,4,0.0,0.0,0.02408993825860452,0.02408993825860452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class12_moderate_floating_0_2,4,0.0,0.0,0.030696201986300468,0.030696201986300468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_offshorewind_class12_moderate_floating_0_3,4,0.0,0.0,0.02829726435383377,0.02829726435383377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_naturalgas_hframe_cc_moderate_0,5,0.2,0.0,1.650360689791485,1.850360689791485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_naturalgas_fframe_ct_moderate_0,5,0.1,0.0,0.16896418434555627,0.2689641843455563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_battery_moderate_0,5,0.4,0.0,0.020682654186601864,0.4206826541866019,0.0,0.4,0.0,0.23071241845817567,0.6307124184581757,0.0,0.0,0.0,0.0
ISNE_nuclear_nuclear_moderate_0,5,0.0,0.0,0.03971795794790588,0.03971795794790588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_hydrogen_fframe_ct_moderate_0,5,0.1,0.0,0.11509991434025606,0.21509991434025608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_hydrogen_hframe_cc_moderate_0,5,0.1,0.0,0.05733051438570058,0.1573305143857006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_0_anyQual:0,5,0.1,0.0,5961.051915083405,5961.151915083405,0.610272438906217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_1_anyQual:1,5,0.1,0.0,273.39444520501564,273.49444520501567,14007.56057665818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_landbasedwind_class3_moderate_2_anyQual:0,5,0.1,0.0,0.6226334735524168,0.7226334735524169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
